Year,County,Site Name,X,Y
2019,Billings,BIL-144-099-36,-103.1673317,47.24435317
2019,Cavalier,Billings Lake WPA,-98.49438006,48.61460834
2019,Billings,BIL-Little Missouri NG 3,-103.3773334,46.79478065
2019,Walsh,Bjerke WPA,-98.07749006,48.48991481
2019,Adams,Blaha Dozer Q,-102.8066263,46.22922793
2019,Adams,Blaha Wolf Butte,-102.7540673,46.22992861
2019,Bottineau,BOT-160-080-36,-100.938254,48.63606382
2019,Bottineau,BOT-JCS NWR 1,-100.9476682,48.86218019
2019,Bottineau,BOT-JCS NWR 4,-100.9601272,48.96417757
2019,Bowman,BOW-131-105-36,-103.7604409,46.13186293
2019,Burke,BRK-162-094-36,-102.8211925,48.82007468
2019,Burleigh,BRL-137-078-36,-100.467482,46.63964066
2019,Pierce,Buffalo Lake WMA,-99.85531891,48.03361292
2019,Stutsman,Chase Lake WMA,-99.38805076,47.03582984
2019,Barnes,Clausen Springs WMA,-98.05918969,46.67800165
2019,McLean,Coal Coulee WPA,-101.054229,47.44554225
2019,Grand Forks,Crawford Oakville Prairie WMA,-97.31135966,47.89564277
2019,Divide,DIV-161-102-16,-103.9321435,48.8630933
2019,Oliver,Duhr,-101.1072834,47.19080304
2019,Eddy,EDD-150-065-24,-98.92431117,47.80085603
2019,Eddy,EDD-150-065-7,-99.02708178,47.81981179
2019,Traill,Elken WPA,-97.44708118,47.3741021
2019,Traill,Elliott,-97.39159141,47.26196906
2019,Emmons,EMM-129-077-16,-100.3214806,45.99808643
2019,Emmons,EMM-133-074-16,-99.98659728,46.33995769
2019,Cass,Erie Dam WMA,-97.42811664,47.09814203
2019,Walsh,Fairdale WPA,-98.2344861,48.51346633
2019,Pembina,Fitzsimond Slough WMA,-97.78774172,48.94785588
2019,Foster,FOS-147-062-26,-98.52421513,47.51743179
2019,Steele,Fuller's Lake WPA,-97.58625967,47.33063903
2019,Grant,Gaugler CRP,-101.9917678,46.13045547
2019,Grand Forks,GFO-151-056-16,-97.82648571,47.89143686
2019,Golden Valley,GOL-Little Missouri NG 1,-103.6580631,46.96737645
2019,Golden Valley,GOL-Little Missouri NG 2,-104.0180585,46.62020222
2019,Golden Valley,GOL-Little Missouri NG 3,-103.7098779,46.85549932
2019,McLean,Goven,-100.893925,47.6776246
2019,Grant,GRA-133-083-16,-101.1225832,46.34015601
2019,Grant,GRA-137-088-16,-101.7987167,46.67982913
2019,Griggs,GRI-148-061-16,-98.45036686,47.63633503
2019,Ransom,Grinstead WPA,-97.95977199,46.40412116
2019,Logan,Grohne WPA,-99.06421399,46.55778364
2019,Bowman,Hansen,-103.5493352,45.95033304
2019,Kidder,Haven Hills WMA,-99.62651143,47.29739401
2019,Eddy,Haven WPA,-98.57288573,47.67140968
2019,McIntosh,Herr East,-99.5163233,46.18237334
2019,Hettinger,HET-136-091-34,-102.1084038,46.54981699
2019,Slope,Hewson,-103.2135657,46.40158612
2019,Mercer,Hille WMA,-101.6760337,47.49921533
2019,Hettinger,Hillsview WPA,-102.4785255,46.5803411
2019,Hettinger,Indian Creek WMA 2,-102.6391523,46.32784838
2019,Sheridan,Johns Lake WPA,-100.4969172,47.39781629
2019,Dickey,Johnson's Gulch WMA,-98.86670262,45.98853367
2019,Ramsey,Kenner Marsh WMA,-99.02950371,48.22974713
2019,Kidder,KID-138-074-16,-100.0308865,46.76896197
2019,Dunn,Killdeer Mtns WMA 2,-103.0225382,47.47091678
2019,Sargent,Kraft Slough WPA 2,-97.95205264,46.11527525
2019,Bowman,Kromerek,-103.251111,45.954961
2019,Dunn,Lake Ilo NWR,-102.6845168,47.35021023
2019,LaMoure,LAM-133-065-36,-98.80176755,46.28674913
2019,LaMoure,LAM-136-059-36,-98.03620977,46.55600413
2019,Nelson,Lambs Lake NWR,-98.08355666,47.94449304
2019,Dickey,Lazy M WPA,-98.94303296,46.00174923
2019,Barnes,Lettenmaier WPA,-98.28542635,46.87365487
2019,McLean,Lick North,-100.9371147,47.76665737
2019,Logan,LOG-134-071-36,-99.555186,46.37557931
2019,Logan,LOG-135-070-16,-99.48017887,46.50396268
2019,Pierce,Long Lake WPA,-99.82419129,48.48224723
2019,Pembina,Lubenow East High,-97.27427459,48.73756184
2019,Pembina,Lubenow West Low,-97.80406199,48.84499627
2019,Foster,Lutz East,-98.62619597,47.4612784
2019,Foster,Lutz West,-98.99432128,47.48877283
2019,McHenry,MCH-JCS NWR,-100.4203691,48.5107826
2019,McKenzie,MCK-146-100-36,-103.371278,47.42788754
2019,McKenzie,MCK-Little Missouri NG 3,-103.9844865,47.43246776
2019,McKenzie,MCK-Little Missouri NG 4,-103.0777942,47.96533364
2019,Mercer,MER-144-089-16,-101.9692205,47.29040365
2019,Ward,Minot AFB East,-101.314347,48.40181943
2019,Ward,Minot AFB West,-101.3734091,48.4351817
2019,Mercer,Missouri Breaks WMA,-101.3679659,47.27650858
2019,Morton,MOR-138-083-36,-101.1055196,46.723592
2019,Morton,MOR-140-089-16,-101.9261363,46.94032776
2019,Mountrail,MOU-153-091-16,-102.3784345,48.07842153
2019,Mountrail,MOU-Lostwood NWR,-102.4197868,48.54432713
2019,Cavalier,Mulberry Creek WPA,-98.56546694,48.8905786
2019,McIntosh,Mund WPA,-99.07317285,46.28135268
2019,Nelson,NEL-149-061-36,-98.40331253,47.68487661
2019,Towner,Nikolaisen WPA,-99.22416698,48.592765
2019,Stutsman,Northwestern Lake WPA,-99.19344974,47.2163331
2019,Billings,Odermann East,-103.2043638,47.01546691
2019,Oliver,OLI-143-082-16,-101.0842287,47.20319846
2019,Steele,Otto Spies WMA,-97.59801211,47.28815109
2019,Richland,Overboe,-97.09801894,46.62252893
2019,Kidder,Personius WPA,-99.74090325,47.03722748
2019,Pierce,PIE-152-073-16,-100.0143038,47.98279798
2019,Cavalier,Pung WPA,-98.96432937,48.62691832
2019,Ramsey,RAM-Elstad,-99.08705568,48.1455882
2019,Ransom,RAN-Sheyenne NG 1,-97.38319372,46.35902382
2019,Ransom,RAN-Sheyenne NG 2,-97.45719719,46.39307944
2019,Burleigh,Rath/Wonnenburg WPA,-100.2123091,47.19725492
2019,Renville,REN-163-084-16,-101.5713012,48.94639091
2019,Renville,REN-164-084-36,-101.5144108,48.98337125
2019,Renville,REN-Upper Souris NWR 4,-101.6042777,48.53523442
2019,Oliver,Rick Schmidt,-101.2720707,47.10495126
2019,Richland,RIC-Sheyenne NG 1,-97.24441881,46.49390125
2019,Richland,RIC-Sheyenne NG 2,-97.25036028,46.46178875
2019,Rolette,ROL-161-069-22,-99.58952825,48.75341775
2019,Rolette,ROL-162-072-36,-99.92508127,48.81813236
2019,McHenry,Round Lake Township WMA,-100.289469,48.08624879
2019,Nelson,Sahl WPA,-98.33914,48.169965
2019,Divide,Salt Flats WMA,-102.9485013,48.90295341
2019,Dickey,Sand,-98.99144239,45.95236875
2019,McIntosh,Sand West,-99.02933756,45.98930728
2019,Sargent,SAR-129-058-5,-97.97410921,46.01348628
2019,Emmons,Schiermeister WPA,-100.4973545,46.38354878
2019,Steele,Shaw WPA 2,-97.65732548,47.59762813
2019,Griggs,Sibley Lake NWR,-98.33200822,47.52843618
2019,Sioux,SIO-130-085-36,-101.2538932,46.04359734
2019,Sioux,SIO-Cedar River NG 3,-101.8293645,45.96288023
2019,Sioux,SIO-Cedar River NG 4,-101.7036308,45.95004286
2019,Slope,SLO-Little Missouri NG 1,-103.4637307,46.48062442
2019,Slope,SLO-Little Missouri NG 2,-103.1510551,46.61768467
2019,Divide,Soo Grade WPA,-103.0849164,48.90425353
2019,Griggs,Southward South,-98.36260526,47.5933397
2019,Williams,Spangrud WPA,-102.916472,48.61056815
2019,Traill,Sproule East,-97.17110188,47.61172848
2019,Stark,STA-137-099-16,-103.1808465,46.68596725
2019,Stark,STA-138-092-16,-102.2875976,46.76661287
2019,Stark,STA-140-094-16,-102.5566821,46.94604824
2019,Burke,Staael North,-102.3282362,48.65370039
2019,Burke,Staael South 1,-102.3603456,48.62486168
2019,Cass,Stordalen,-97.66953619,46.64273378
2019,Morton,Storm Creek Lake WMA,-101.6141753,46.89679
2019,McHenry,Taylor East,-100.2557316,48.19704363
2019,Sargent,Tewaukon NWR,-97.4216854,46.01123954
2019,Towner,TOW-161-066-15,-99.19015928,48.76610246
2019,Towner,TOW-163-066-21,-99.201507,48.924403
2019,Cass,Trego,-97.45980411,47.1310628
2019,Sheridan,Trego North,-100.5068383,47.76306344
2019,Sheridan,Trego West 1,-100.5780168,47.65200281
2019,Rolette,Twin Lake WPA,-99.91407325,48.69996937
2019,Ward,WAR-Upper Souris NWR,-101.5853462,48.43900989
2019,Wells,WEL-149-069-36,-99.43485651,47.68636439
2019,Wells,WEL-150-070-22,-99.6154561,47.8012441
2019,Wells,WEL-Lonetree WMA,-100.0245245,47.64210605
2019,Benson,White Horse Hill NWR,-98.9989211,47.9692171
2019,Dunn,Zahn,-102.5320877,47.4940414
2019,Williams,Zahn North,-103.5619743,48.55953097
2019,Williams,Zahn West,-104.0106401,48.50102925
2019,Ramsey,Ziegler WPA,-98.89459321,48.16427472
2020,Adams,ADA-130-092-36,-102.1365489,46.04421018
2020,Grand Forks,Agnes Marsh WPA,-97.72589558,48.08417295
2020,Stutsman,Audubon Brigham Cell 12,-98.5964821,47.03444114
2020,Mountrail,Audubon Wicks Cell 3,-102.1234251,48.28787854
2020,Barnes,BAR-141-061-28,-98.41768218,46.99667174
2020,Bottineau,Beatty WPA,-101.2244457,48.68416349
2020,Mercer,Beaver Creek WMA,-101.8882596,47.45534327
2020,Benson,BEN-151-070-16,-99.63615362,47.90229853
2020,Billings,BIL-144-099-36,-103.1673317,47.24435317
2020,Cavalier,Billings Lake WPA,-98.49438006,48.61460834
2020,Billings,BIL-Little Missouri NG 4,-103.4300044,46.75566036
2020,Adams,Blaha Cedar Creek,-102.7933299,46.24401349
2020,Adams,Blaha South Russian Slough,-102.8542666,46.22438141
2020,Bottineau,BOT-JCS NWR 1,-100.9476682,48.86218019
2020,Bowman,BOW-131-105-36,-103.7604409,46.13186293
2020,Bowman,BOW-132-102-36,-103.3758175,46.21725057
2020,Steele,Bower,-97.61557235,47.45947188
2020,Burke,BRK-162-094-36,-102.8211925,48.82007468
2020,Burleigh,BRL-141-075-36,-100.1293445,46.99262075
2020,Dickey,Brummond,-98.25940583,46.14917529
2020,LaMoure,Cisinski,-98.56449687,46.37479173
2020,McLean,Coal Coulee WPA,-101.054229,47.44554225
2020,Sargent,Coleman,-97.96961123,46.1749552
2020,Mountrail,Davy,-101.9642096,48.36130105
2020,Divide,DIV-162-102-36,-103.8650002,48.81147417
2020,Dunn,DUN-142-097-16,-102.9847491,47.12271666
2020,Dunn,DUN-146-091-16,-102.2728483,47.46140804
2020,Pembina,Duncan WPA,-97.26681681,48.72888235
2020,Eddy,EDD-150-065-24,-98.92431117,47.80085603
2020,Eddy,EDD-Larson WPA,-98.85309403,47.76099542
2020,Traill,Elken WPA,-97.44708118,47.3741021
2020,Emmons,EMM-132-078-16,-100.453811,46.25750734
2020,Cass,Erie Dam WMA,-97.42811664,47.09814203
2020,Cass,Erie Dam WMA 2,-97.44569194,47.09916165
2020,Walsh,Fairdale WPA,-98.2344861,48.51346633
2020,Pembina,Fitzsimond Slough WMA,-97.78774172,48.94785588
2020,Mercer,Flemmer,-102.0749744,47.30336335
2020,Foster,FOS-147-062-26,-98.52421513,47.51743179
2020,Foster,FOS-147-063-22,-98.67570342,47.54095436
2020,Foster,FOS-147-064-16,-98.83475948,47.55520879
2020,Traill,Gabrielson,-97.18506306,47.64123748
2020,Divide,Gillund,-103.101788,48.71403996
2020,Golden Valley,GOL-139-105-36,-103.8670573,46.80806398
2020,Golden Valley,GOL-Little Missouri NG 1,-103.6580631,46.96737645
2020,Golden Valley,GOL-Little Missouri NG 4,-103.6942809,47.1584079
2020,Kidder,Goosey,-99.548699,46.75280527
2020,Grant,GRA-132-089-13,-101.7537385,46.25584168
2020,Grant,GRA-137-088-16,-101.7987167,46.67982913
2020,Griggs,GRI-148-061-16,-98.45036686,47.63633503
2020,Griggs,GRI-Larson WPA,-98.24748117,47.27391348
2020,Logan,Grohne WPA,-99.06421399,46.55778364
2020,Logan,Gross,-99.88248199,46.32235133
2020,Morton,Hatzenbuhler,-100.815923,46.49002385
2020,Hettinger,HET-135-091-16,-102.1175145,46.51229473
2020,Hettinger,HET-135-096-16,-102.755659,46.50192642
2020,Mercer,Hille WMA,-101.6760337,47.49921533
2020,Hettinger,Hillsview WPA,-102.4785255,46.5803411
2020,Pembina,Jay V. Wessels WMA,-97.83208339,48.82074257
2020,Sheridan,Johns Lake WPA,-100.4969172,47.39781629
2020,Ramsey,Kenner Marsh WMA,-99.02950371,48.22974713
2020,Kidder,KID-Weinmann,-100.0460825,47.1519666
2020,Ramsey,Kneeling Moose WPA,-98.77938475,48.47660311
2020,Benson,Knox WPA,-99.70121207,48.29718181
2020,Emmons,Krumm,-99.93102068,46.12658215
2020,Dunn,Lake Ilo NWR,-102.6845168,47.35021023
2020,Morton,Lake Patricia WMA,-101.1912116,46.46641578
2020,LaMoure,LAM-136-059-36,-98.03620977,46.55600413
2020,Nelson,Lambs Lake NWR 2,-98.09048858,47.93062431
2020,Eddy,Langley WPA,-98.65639688,47.77869269
2020,Towner,Laturnus,-99.27889999,48.54188523
2020,Dickey,Lazy M WPA,-98.94303296,46.00174923
2020,Barnes,Lettenmaier WPA,-98.28542635,46.87365487
2020,McLean,Lick South,-100.9377796,47.75918413
2020,Logan,LOG-136-071-04,-99.61656003,46.6291786
2020,Pierce,Long Lake WPA,-99.82419129,48.48224723
2020,Ramsey,Martinson WPA West Unit,-98.6179061,48.46694633
2020,McHenry,MCH-JCS NWR,-100.4203691,48.5107826
2020,McKenzie,MCK-146-100-36,-103.371278,47.42788754
2020,McKenzie,MCK-148-102-16,-103.686846,47.63606527
2020,McKenzie,MCK-Little Missouri NG 5,-103.8697157,47.73697674
2020,McLean,MCL-147-079-16,-100.7443134,47.55652685
2020,Morton,MOR-140-089-16,-101.9261363,46.94032776
2020,Mountrail,MOU-Lostwood NWR,-102.4197868,48.54432713
2020,McIntosh,Mund WPA,-99.07317285,46.28135268
2020,Nelson,NEL-149-061-36,-98.40331253,47.68487661
2020,Nelson,NEL-150-061-16,-98.47656768,47.8141246
2020,Ward,Nelson WPA,-101.4808194,47.92901951
2020,Towner,Nikolaisen WPA,-99.22416698,48.592765
2020,Stutsman,Northwestern Lake WPA,-99.19344974,47.2163331
2020,Billings,Odermann West,-103.2389878,47.02102339
2020,Walsh,Old Adelen WPA,-98.18787167,48.48484637
2020,Oliver,OLI-141-084-16,-101.3268708,47.03013126
2020,Oliver,OLI-143-082-16,-101.0842287,47.20319846
2020,Oliver,OLI-143-084-14,-101.2818495,47.19891682
2020,Traill,Osland,-97.17108786,47.63086055
2020,Steele,Otto Spies WMA,-97.59801211,47.28815109
2020,Kidder,Personius WPA,-99.74090325,47.03722748
2020,Stutsman,Peterson,-99.4659775,47.24703418
2020,Pierce,PIE-151-074-16,-100.1390519,47.89506641
2020,Pierce,PIE-Weinmann 2,-100.2319477,48.02730769
2020,Wells,Pipestone WPA,-99.63883385,47.39720651
2020,Ransom,RAN-Sheyenne NG 1,-97.38319372,46.35902382
2020,Ransom,RAN-Sheyenne NG 3,-97.38047477,46.40904856
2020,Barnes,Rasmusson,-97.94326499,46.98010068
2020,Burleigh,Rath/Wonnenburg WPA,-100.2123091,47.19725492
2020,Renville,REN-164-084-36,-101.5144108,48.98337125
2020,Renville,REN-164-087-36,-101.9044471,48.98549078
2020,Renville,REN-Upper Souris NWR 5,-101.7933738,48.77367116
2020,Richland,RIC-Sheyenne NG 1,-97.24441881,46.49390125
2020,Richland,RIC-Sheyenne NG 3,-97.20972101,46.39131011
2020,Rolette,ROL-160-072-36,-99.89898054,48.635746
2020,Rolette,ROL-161-072-3,-99.97832648,48.79633462
2020,Rolette,ROL-162-072-36,-99.92508127,48.81813236
2020,Steele,Rue,-97.84282111,47.56786382
2020,Burleigh,Russ Stuart WMA,-100.5531455,47.32519135
2020,Dickey,Sand 2,-98.98619139,45.97062796
2020,McIntosh,Sand East,-99.00776787,45.95793563
2020,McIntosh,Sand West 2,-99.05649916,45.99155499
2020,Sargent,SAR-130-054-3,-97.4359602,46.09741651
2020,Emmons,Schiermeister WPA,-100.4973545,46.38354878
2020,Slope,Seymanski,-103.732441,46.53804729
2020,Walsh,Shirek,-98.28613454,48.26480673
2020,Sioux,SIO-129-087-16,-101.572778,45.999768
2020,Sioux,SIO-130-085-36,-101.2538932,46.04359734
2020,Sioux,SIO-Cedar River NG 5,-101.4100287,46.04250434
2020,Slope,SLO-Little Missouri NG 1,-103.4637307,46.48062442
2020,Slope,SLO-Little Missouri NG 3,-103.935687,46.33513882
2020,Divide,Soo Grade WPA,-103.0849164,48.90425353
2020,Griggs,Southward Old Pasture,-98.35892926,47.58518775
2020,Williams,Spangrud WPA,-102.916472,48.61056815
2020,Stark,STA-138-093-16,-102.4244456,46.77010455
2020,Stark,STA-138-099-24,-103.1102352,46.75653289
2020,Stark,STA-140-094-16,-102.5566821,46.94604824
2020,Burke,Staael South 2,-102.3486845,48.63699338
2020,Burke,Staael South 3,-102.3720089,48.61628795
2020,Grand Forks,Stewart Lake WPA,-97.26972898,48.03837828
2020,Cavalier,Stinkeoway WPA,-98.83426097,48.55589534
2020,McHenry,Taylor South,-100.2754857,48.18782889
2020,McHenry,Taylor West,-100.3084082,48.19777934
2020,Grand Forks,Tennison WPA,-97.858187,47.89283559
2020,LaMoure,Teterud,-98.25693212,46.4960097
2020,Sargent,Tewaukon NWR,-97.4216854,46.01123954
2020,Cavalier,Thorson WPA,-98.6072073,48.55438964
2020,Grant,Three Buttes WMA,-101.1997795,46.33312219
2020,Bowman,Tom Fish,-103.7271188,46.27613591
2020,Cass,Torgerson,-97.37394168,46.70135814
2020,Towner,TOW-163-066-28,-99.20000671,48.91844969
2020,Sheridan,Trego East,-100.4911657,47.68294742
2020,Sheridan,Trego West 2,-100.5833,47.65864477
2020,Bottineau,Turtle Mountain WMA,-100.2549581,48.8793573
2020,Ward,WAR-156-084-16,-101.4762424,48.3388347
2020,Ransom,Warner WPA,-97.43870121,46.57729253
2020,Ward,WAR-Upper Souris NWR,-101.5853462,48.43900989
2020,Wells,WEL-145-073-16,-99.98524788,47.37557862
2020,Wells,WEL-149-069-36,-99.43485651,47.68636439
2020,Benson,White Horse Hill NWR,-98.9989211,47.9692171
2020,Williams,WIL-156-102-16,-103.8061847,48.33832311
2020,Richland,Wollitz WPA,-97.19025707,45.97499615
2020,Williams,Zahn East,-103.9421984,48.47882739
